PDB ID (human only)          ,# of PDBs,PDB ID (contains human)          ,# of PDBs, UniProt ID,Gene Symbol,Name,Process/Function,BETSE Model
,0,                                                                            ,0,B7ZKV0,KCND3,"Potassium voltage-gated channel, Shal-related subfamily, member 3",K+ channel; Voltage-gated;,vg_k.Kv1p2
,0,                                                                            ,0,A0A024R0C6,KCND3,"Potassium voltage-gated channel, Shal-related subfamily, member 3, isoform CRA_b",K+ channel; Voltage-gated;,vg_k.Kv1p2
,0,                                                                            ,0,Q6FHJ6,KCNE1,KCNE1 protein,K+ channel; ? gating; ,-
,0,                                                                            ,0,C7S316,KCNE1,Potassium voltage-gated channel Isk-related family member 1,K+ channel; Voltage-gated;,-
"2K21,                                                                       ",1,"2K21,                                                                       ",1,P15382,KCNE1,Potassium voltage-gated channel subfamily E member 1,"K+ channel; Voltage-gated; beta-subunit component with pore-forming alpha-subunits;m Found in heart, inner ear, stomach, colon",-
,0,                                                                            ,0,Q5DI96,KCNE1,Voltage gated potassium channel accessory subunit cardiac splice isoform KCNE1a,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,A7LFK2,KCNE1,Voltage gated potassiun channel accessory subunit isoform 1,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,A7LFK4,KCNE1,Voltage gated potassiun channel accessory subunit isoform 3,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,A0A087WTH5,KCNE1B,Potassium voltage-gated channel subfamily E member 1B,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,A0A087WU88,KCNE1B,Potassium voltage-gated channel subfamily E member 1B,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,A0A087WWU3,KCNE1B,Potassium voltage-gated channel subfamily E member 1B,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q2N1I3,KCNE2,Cardiac voltage-gated potassium channel accessory subunit 2,K+ channel; Voltage-gated; ,-
"2M0Q,                                                                       ",1,"2M0Q,                                                                       ",1,Q9Y6J6,KCNE2,Potassium voltage-gated channel subfamily E member 2,"K+ channel; Voltage-gated; Modulates gating of KCNB1, CKNH2/HERG, KCNQ2 and/or KCNQ3, HCN1/CHN2, KCNQ1; Mutations associated with heart disorders",-
,0,                                                                            ,0,Q2N1I1,KCNE3,Cardiac voltage-gated potassium channel accessory subunit isoform 3a,K+ channel; Voltage-gated; ,-
,0,                                                                            ,0,Q6IAE6,KCNE3,KCNE3 protein,K+ channel; ? gating; ,-
,0,                                                                            ,0,E9PJV9,KCNE3,Potassium voltage-gated channel subfamily E member 3,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,E9PN03,KCNE3,Potassium voltage-gated channel subfamily E member 3,K+ channel; Voltage-gated;,-
"2NDJ,                                                                       ",1,"2NDJ,                                                                       ",1,Q9Y6H6,KCNE3,Potassium voltage-gated channel subfamily E member 3,"K+ channel; Voltage-gated; Modulates gating in KCNB1, associated with KCNC4/Kv3.4; Establishes resting potenial in skeletal muscle, ",-
,0,                                                                            ,0,Q2N1I0,KCNE4,Cardiac voltage-gated potassium channel accessory subunit 4,K+ channel; Voltage-gated; ,-
,0,                                                                            ,0,A5H1P5,KCNE4,Potassium voltage-gated channel subfamily E member 4,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q8WWG9,KCNE4,Potassium voltage-gated channel subfamily E member 4,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q9UJ90,KCNE5,Potassium voltage-gated channel subfamily E regulatory beta subunit 5,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q9H3M0,KCNF1,Potassium voltage-gated channel subfamily F member 1,K+ channel; Voltage-gated;,vg_k.Kv1p3
,0,                                                                            ,0,A0A075B6P6,KCNG1,Potassium voltage-gated channel subfamily G member 1,K+ channel; Voltage-gated;,vg_kir.Kv3p3
,0,                                                                            ,0,A2A2I8,KCNG1,Potassium voltage-gated channel subfamily G member 1,K+ channel; Voltage-gated;,vg_kir.Kv3p3
,0,                                                                            ,0,Q5JXL4,KCNG1,Potassium voltage-gated channel subfamily G member 1,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q9UIX4,KCNG1,Potassium voltage-gated channel subfamily G member 1,K+ channel; Voltage-gated;,vg_k.Kv1p2
,0,                                                                            ,0,Q86Y85,KCNG1,"Potassium voltage-gated channel, subfamily G, member 1",K+ channel; Voltage-gated;,vg_k.Kv1p2
,0,                                                                            ,0,Q9UJ96,KCNG2,Potassium voltage-gated channel subfamily G member 2,K+ channel; Voltage-gated;,vg_k.Kv1p2
,0,                                                                            ,0,Q8TAE7,KCNG3,Potassium voltage-gated channel subfamily G member 3,K+ channel; Voltage-gated;,vg_k.Kv1p1
,0,                                                                            ,0,Q8TDN1,KCNG4,Potassium voltage-gated channel subfamily G member 4,K+ channel; Voltage-gated;,vg_k.Kv1p2
,0,                                                                            ,0,Q32MC1,KCNG4,"Potassium voltage-gated channel, subfamily G, member 4",K+ channel; Voltage-gated;,vg_k.Kv1p2
,0,                                                                            ,0,Q547S7,KCNG4,"Potassium voltage-gated channel, subfamily G, member 4, isoform CRA_b",K+ channel; Voltage-gated;,vg_k.Kv1p2
"5J7E,                                                                       ",1,"5J7E,                                                                       ",1,O95259,KCNH1,Potassium voltage-gated channel subfamily H member 1,"K+ channel; Voltage-gated; Involved in cell proliferation and differentiation; Mutation associated with Temple-Baraitser syndrome (intellecular disability, epilepsy)",vg_funny.HCN4
,0,                                                                            ,0,A0A0S1TL27,KCNH1,Potassium voltage-gated channel subfamily H member 1 isoform E70,K+ channel; Voltage-gated;,vg_funny.HCN4
,0,                                                                            ,0,A0PJW5,KCNH2,KCNH2 protein,K+ channel; ? gating; ,vg_funny.HCN1
,0,                                                                            ,0,Q6U279,KCNH2,Potassium channel HERG,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q6U283,KCNH2,Potassium channel HERG,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q6U287,KCNH2,Potassium channel HERG,K+ channel; Voltage-gated;,vg_funny.HCN4
,0,                                                                            ,0,A8WBZ2,KCNH2,Potassium voltage-gated channel subfamily H eag-related member 2,K+ channel; Voltage-gated;,vg_funny.HCN1
"1BYW,1UJL,2L0W,2L1M,2L4R,2LE7,2N7G,4HP9,4HQA,                               ",9,"1BYW,1UJL,2L0W,2L1M,2L4R,2LE7,2N7G,4HP9,4HQA,                               ",9,Q12809,KCNH2,Potassium voltage-gated channel subfamily H member 2 (hERG),K+ channel; Voltage-gated; Inward rectifying; Channel properties modulated by cAMP; In the heart; Mutations associated with a heart disorder,vg_funny.HCN4
,0,                                                                            ,0,Q86U57,KCNH2,Potassium voltage-gated channel subfamily H member 2 (hERG),K+ channel; Voltage-gated;,vg_funny.HCN4
,0,                                                                            ,0,A0A090N7W1,KCNH2,"Potassium voltage-gated channel, subfamily H (Eag-related), member 2 (hERG)",K+ channel; Voltage-gated;,vg_funny.HCN4
,0,                                                                            ,0,A0A090N7X5,KCNH2,"Potassium voltage-gated channel, subfamily H (Eag-related), member 2 (hERG)",K+ channel; Voltage-gated;,vg_funny.HCN4
,0,                                                                            ,0,A0A090N8Q0,KCNH2,"Potassium voltage-gated channel, subfamily H (Eag-related), member 2 (hERG)",K+ channel; Voltage-gated;,vg_funny.HCN4
,0,                                                                            ,0,C7DYB4,KCNH2,Voltage-gated channel subfamily H member 2,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,J9SM79,KCNH2,Voltage-gated channel subfamily H member 2,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q9ULD8,KCNH3,Potassium voltage-gated channel subfamily H member 3,K+ channel; Voltage-gated;,vg_funny.HCN2
,0,                                                                            ,0,B9EK44,KCNH3,"Potassium voltage-gated channel, subfamily H (Eag-related), member 3",K+ channel; Voltage-gated;,vg_funny.HCN2
,0,                                                                            ,0,Q9UQ05,KCNH4,Potassium voltage-gated channel subfamily H member 4,K+ channel; Voltage-gated;,vg_funny.HCN1
,0,                                                                            ,0,Q86XI1,KCNH5,KCNH5 protein,K+ channel; ? gating; ,vg_funny.HCN1
,0,                                                                            ,0,Q8NCM2,KCNH5,Potassium voltage-gated channel subfamily H member 5,K+ channel; Voltage-gated;,vg_funny.HCN4
,0,                                                                            ,0,J3KSC2,KCNH6,Potassium voltage-gated channel subfamily H member 6,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,J9JID4,KCNH6,Potassium voltage-gated channel subfamily H member 6,K+ channel; Voltage-gated;,vg_funny.HCN4
,0,                                                                            ,0,Q9H252,KCNH6,Potassium voltage-gated channel subfamily H member 6,K+ channel; Voltage-gated;,vg_funny.HCN4
,0,                                                                            ,0,A0A087WZQ1,KCNH7,Potassium voltage-gated channel subfamily H member 7,K+ channel; Voltage-gated;,vg_funny.HCN4
,0,                                                                            ,0,A0A087X077,KCNH7,Potassium voltage-gated channel subfamily H member 7,K+ channel; Voltage-gated;,vg_funny.HCN1
,0,                                                                            ,0,Q9NS40,KCNH7,Potassium voltage-gated channel subfamily H member 7,K+ channel; Voltage-gated;,vg_funny.HCN4
,0,                                                                            ,0,Q96L42,KCNH8,Potassium voltage-gated channel subfamily H member 8,K+ channel; Voltage-gated;,vg_funny.HCN4
"1S1E,2NZ0,                                                                  ",2,"1S1E,2I2R,2NZ0,                                                             ",3,Q9NZI2,KCNIP1,Kv channel-interacting protein 1,K+ channel; Voltage-gated; Regulatory subunit of Kv4/D channel,-
,0,                                                                            ,0,Q09MK0,KCNIP2,Kv channel interacting protein 2 transcript variant 9,K+ channel; Voltage-gated; ,-
,0,                                                                            ,0,A6NFF4,KCNIP2,Kv channel-interacting protein 2,K+ channel; Voltage-gated; ,-
,0,                                                                            ,0,Q9NS61,KCNIP2,Kv channel-interacting protein 2,K+ channel; Voltage-gated; ,-
"2E6W,                                                                       ",1,"2E6W,                                                                       ",1,Q9Y2W7,KCNIP3,Calsenilin,NOT AN ION CHANNEL,-
,0,                                                                            ,0,Q6PIL6,KCNIP4,Kv channel-interacting protein 4,K+ channel; Voltage-gated; ,-
,0,                                                                            ,0,A0A0C4DFP9,KCNJ1,ATP-sensitive inward rectifier potassium channel 1,K+ channel; Ligand-gated; Gated by ATP; ,vg_kir.Kir2p1
,0,                                                                            ,0,P48048,KCNJ1,ATP-sensitive inward rectifier potassium channel 1,K+ channel; Ligand-gated; Gated by ATP; In the kidney,vg_kir.Kir2p1
,0,                                                                            ,0,A0A024R3K6,KCNJ1,"Potassium inwardly-rectifying channel, subfamily J, member 1, isoform CRA_a",K+ channel; Ligand-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,A0A1B0GUX2,KCNJ10,ATP-sensitive inward rectifier potassium channel 10,K+ channel; Ligand-gated; Gated by ATP; ,vg_kir.Kir2p1
,0,                                                                            ,0,P78508,KCNJ10,ATP-sensitive inward rectifier potassium channel 10,"K+ channel; Ligand-gated; Gated by ATP; In the brain, kidney",vg_kir.Kir2p1
,0,                                                                            ,0,Q9BXC5,KCNJ10,Inwardly-rectifying potassium channel Kir1.2,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q547K1,KCNJ10,"Potassium inwardly-rectifying channel (IRC) (Kir, IRK)",K+ channel; Ligand-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,E9PPF1,KCNJ11,ATP-sensitive inward rectifier potassium channel 11,K+ channel; Ligand-gated; Gated by ATP; ,vg_kir.Kir2p1
,0,                                                                            ,0,H0YES9,KCNJ11,ATP-sensitive inward rectifier potassium channel 11,K+ channel; Ligand-gated; Gated by ATP; ,vg_kir.Kir2p1
,0,                                                                            ,0,Q14654,KCNJ11,ATP-sensitive inward rectifier potassium channel 11,K+ channel; Ligand-gated;  Controlled by G proteins; Subunit of KATP; Can form cardiac and smooth muscle channels,vg_kir.Kir2p1
,0,                                                                            ,0,C5IU89,KCNJ11,Mutant potassium inwardly-rectifying channel subfamily J member 11,K+ channel;  ? gating,vg_kir.Kir2p1
,0,                                                                            ,0,C5IU90,KCNJ11,Mutant potassium inwardly-rectifying channel subfamily J member 11,K+ channel;  ? gating,vg_kir.Kir2p1
,0,                                                                            ,0,D2K1F9,KCNJ11,Potassium channel inwardly rectifing subfamily J member 11,K+ channel; Voltage-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,Q14500,KCNJ12,ATP-sensitive inward rectifier potassium channel 12,K+ channel; Ligand-gated; Control resting potential in excitable cells; ,vg_kir.Kir2p1
,0,                                                                            ,0,Q6L5N3,kcnj12x,Hkir2.2x,?,vg_kir.Kir2p1
,0,                                                                            ,0,C9JWD6,KCNJ13,Inward rectifier potassium channel 13,K+ channel; Voltage-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,H7C4D1,KCNJ13,Inward rectifier potassium channel 13,K+ channel; Voltage-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,O60928,KCNJ13,Inward rectifier potassium channel 13,K+ channel; Voltage-gated; Inward rectifying; Greater tendancy to allow K+ into the cell than out of it; Regulated by conc on extracellular K+; ,vg_kir.Kir2p1
,0,                                                                            ,0,Q9UNX9,KCNJ14,ATP-sensitive inward rectifier potassium channel 14,K+ channel; Ligand-gated; Gated by ATP; ,vg_kir.Kir2p1
,0,                                                                            ,0,A8MTZ5,KCNJ15,ATP-sensitive inward rectifier potassium channel 15,K+ channel; Ligand-gated; Gated by ATP; ,-
,0,                                                                            ,0,A8MVK1,KCNJ15,ATP-sensitive inward rectifier potassium channel 15,K+ channel; Ligand-gated; Gated by ATP; ,vg_kir.Kir2p1
,0,                                                                            ,0,C9JTX1,KCNJ15,ATP-sensitive inward rectifier potassium channel 15,K+ channel; Ligand-gated; Gated by ATP; ,-
,0,                                                                            ,0,E7EPG3,KCNJ15,ATP-sensitive inward rectifier potassium channel 15,K+ channel; Ligand-gated; Gated by ATP; ,vg_kir.Kir2p1
,0,                                                                            ,0,E7EWV2,KCNJ15,ATP-sensitive inward rectifier potassium channel 15,K+ channel; Ligand-gated; Gated by ATP; ,vg_kir.Kir2p1
,0,                                                                            ,0,F8VW46,KCNJ15,ATP-sensitive inward rectifier potassium channel 15,K+ channel; Ligand-gated; Gated by ATP; ,-
,0,                                                                            ,0,F8VX74,KCNJ15,ATP-sensitive inward rectifier potassium channel 15,K+ channel; Ligand-gated; Gated by ATP; ,-
,0,                                                                            ,0,Q99712,KCNJ15,ATP-sensitive inward rectifier potassium channel 15,K+ channel; Ligand-gated; Gated by ATP; ,vg_kir.Kir2p1
,0,                                                                            ,0,K7EJR9,KCNJ16,Inward rectifier potassium channel 16,K+ channel; Voltage-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,K7EKJ4,KCNJ16,Inward rectifier potassium channel 16,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,K7ELL5,KCNJ16,Inward rectifier potassium channel 16,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,K7EPW9,KCNJ16,Inward rectifier potassium channel 16,K+ channel; Voltage-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,Q9NPI9,KCNJ16,Inward rectifier potassium channel 16,"K+ channel; Voltage-gated; Inward rectifying; Greater tendancy to allow K+ into the cell than out of it; Regulated by conc on extracellular K+; Regulation of fluid and pH balance; In kidneys, important for Na+ readsorption at the tubules",vg_kir.Kir2p1
,0,                                                                            ,0,Q8N538,KCNJ16,"Potassium inwardly-rectifying channel, subfamily J, member 16",K+ channel; Ligand-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,A0A142K0N8,KCNJ17,Inwardly rectifying potassium channel Kir2.5,K+ channel; Voltage-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,B7U540,KCNJ18,Inward rectifier potassium channel 18,K+ channel; Voltage-gated; Inward rectifying; Greater tendancy to allow K+ into the cell than out of it; ,vg_kir.Kir2p1
,0,                                                                            ,0,A0A142CKZ1,KCNJ18,Inwardly rectifying potassium channel 18,K+ channel; Voltage-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,A0A142CKZ2,KCNJ18,Inwardly rectifying potassium channel 18,K+ channel; Voltage-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,P63252,KCNJ2,Inward rectifier potassium channel 2,K+ channel; Voltage-gated; Inward rectifying; Greater tendancy to allow K+ into the cell than out of it; Probably particiaptes in establishing action potential and excitabiliy of neuronal and muscle tissues,vg_kir.Kir2p1
,0,                                                                            ,0,P48549,KCNJ3,G protein-activated inward rectifier potassium channel 1,K+ channel; Voltage-gated; Controlled by G-proteins,vg_kir.Kir2p1
,0,                                                                            ,0,D2X9V0,KCNJ3,Potassium inwardly-rectifying channel subfamily J member 3 splice variant 1c,K+ channel; Ligand-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,D2XBF0,KCNJ3,Potassium inwardly-rectifying channel subfamily J member 3 splice variant 1e,K+ channel; Ligand-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,Q53R59,KCNJ3,Putative uncharacterized protein KCNJ3,? - unknown protein,vg_kir.Kir2p1
"3GJ9,                                                                       ",1,"3GJ9,                                                                       ",1,P48050,KCNJ4,Inward rectifier potassium channel 4,K+ channel; Voltage-gated; Inward rectifying; Greater tendancy to allow K+ into the cell than out of it; Regulated by conc on extracellular K+; ,vg_kir.Kir2p1
,0,                                                                            ,0,Q58F07,KCNJ4,KCNJ4 protein,K+ channel; ? gating; ,vg_kir.Kir2p1
,0,                                                                            ,0,A0A024R1L8,KCNJ4,"Potassium inwardly-rectifying channel, subfamily J, member 4, isoform CRA_a",K+ channel; Ligand-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,H7CGH0,KCNJ5,G protein-activated inward rectifier potassium channel 4,K+ channel; Voltage-gated; Controlled by G-proteins,vg_kir.Kir2p1
,0,                                                                            ,0,H9A8K9,KCNJ5,G protein-activated inward rectifier potassium channel 4,K+ channel; Voltage-gated; Controlled by G-proteins,vg_kir.Kir2p1
,0,                                                                            ,0,H9A8L0,KCNJ5,G protein-activated inward rectifier potassium channel 4,K+ channel; Voltage-gated; Controlled by G-proteins,vg_kir.Kir2p1
,0,                                                                            ,0,P48544,KCNJ5,G protein-activated inward rectifier potassium channel 4,K+ channel; Voltage-gated; Controlled by G-proteins,vg_kir.Kir2p1
,0,                                                                            ,0,Q4QRJ2,KCNJ5,KCNJ5 protein,K+ channel; ? gating; ,vg_kir.Kir2p1
,0,                                                                            ,0,A0A024R3K7,KCNJ5,"Potassium inwardly-rectifying channel, subfamily J, member 5, isoform CRA_a",K+ channel; Ligand-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,P48051,KCNJ6,G protein-activated inward rectifier potassium channel 2,K+ channel; Voltage-gated; Controlled by G-proteins,vg_kir.Kir2p1
,0,                                                                            ,0,F5GY12,KCNJ8,ATP-sensitive inward rectifier potassium channel 8,K+ channel; Ligand-gated; Gated by ATP; ,vg_kir.Kir2p1
,0,                                                                            ,0,Q15842,KCNJ8,ATP-sensitive inward rectifier potassium channel 8,K+ channel; Ligand-gated; Gated by ATP; ,vg_kir.Kir2p1
,0,                                                                            ,0,A0A024RAV6,KCNJ8,"Potassium inwardly-rectifying channel, subfamily J, member 8, isoform CRA_a",K+ channel; Ligand-gated;,vg_kir.Kir2p1
,0,                                                                            ,0,Q92806,KCNJ9,G protein-activated inward rectifier potassium channel 3,K+ channel; Voltage-gated; Controlled by G-proteins,vg_kir.Kir2p1
"3UKM,                                                                       ",1,"3UKM,                                                                       ",1,O00180,KCNK1,Potassium channel subfamily K member 1,K+ channel; Voltage;gated; Regulation of resting membrane potential,-
,0,                                                                            ,0,Q5T5E6,KCNK1,Potassium channel subfamily K member 1,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,A0A024R3T2,KCNK1,"Potassium channel, subfamily K, member 1, isoform CRA_a",K+ channel; Voltage-gated;,-
,0,                                                                            ,0,G3V5Y5,KCNK10,Potassium channel subfamily K member 10,K+ channel; Voltage-gated;,-
"4BW5,4XDJ,4XDK,4XDL,                                                        ",4,"4BW5,4XDJ,4XDK,4XDL,                                                        ",4,P57789,KCNK10,Potassium channel subfamily K member 10,K+ channel; Voltage-gated; Outward rectifying.,-
,0,                                                                            ,0,Q9HB15,KCNK12,Potassium channel subfamily K member 12,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q9HB14,KCNK13,Potassium channel subfamily K member 13,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q9H427,KCNK15,Potassium channel subfamily K member 15,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,D6RC57,KCNK16,Potassium channel subfamily K member 16,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q96T55,KCNK16,Potassium channel subfamily K member 16,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,B2RCT9,KCNK17,K2P17.1 potassium channel,K+ channel; ? gating,-
,0,                                                                            ,0,Q96T54,KCNK17,Potassium channel subfamily K member 17,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q7Z418,KCNK18,Potassium channel subfamily K member 18,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,B4DGU6,KCNK2,Potassium channel subfamily K member 2,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,C9JDK1,KCNK2,Potassium channel subfamily K member 2,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,C9JXY2,KCNK2,Potassium channel subfamily K member 2,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,F8WDE6,KCNK2,Potassium channel subfamily K member 2,K+ channel; Voltage-gated;,-
"4TWK,                                                                       ",1,"4TWK,                                                                       ",1,O95069,KCNK2,Potassium channel subfamily K member 2,K+ channel; passive transmembrane K+ transport,-
,0,                                                                            ,0,Q6ZW95,KCNK2,Potassium channel subfamily K member 2,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,U3N834,KCNK2,Potassium channel subfamily k member 2 variant 1,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,U3N6F0,KCNK2,Potassium channel subfamily k member 2 variant 2,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,B9EIJ4,KCNK3,KCNK3 protein,K+ channel; ? gating; ,-
,0,                                                                            ,0,O14649,KCNK3,Potassium channel subfamily K member 3,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q2YDA1,KCNK4,KCNK4 protein,K+ channel; ? gating; ,-
,0,                                                                            ,0,F5GZ20,KCNK4,Potassium channel subfamily K member 4,K+ channel; Voltage-gated;,-
"3UM7,4RUE,4RUF,                                                             ",3,"3UM7,4I9W,4RUE,4RUF,4WFE,4WFF,4WFG,4WFH,                                    ",8,Q9NYG8,KCNK4,Potassium channel subfamily K member 4,"K+ channe; Opening triggered by mechanical forces deforming the membrane, raising intracellular pH, increase in temperature; Plays a role in the prection of pain caused by heat or pressure",-
,0,                                                                            ,0,O95279,KCNK5,Potassium channel subfamily K member 5,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,A0A024RD32,KCNK5,"Potassium channel, subfamily K, member 5, isoform CRA_a",K+ channel; Voltage-gated;,-
,0,                                                                            ,0,B2RDS2,KCNK6,K2P6.1 potassium channel,K+ channel; ? gating,-
,0,                                                                            ,0,Q9Y257,KCNK6,Potassium channel subfamily K member 6,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q3MI97,KCNK7,KCNK7 protein,K+ channel; ? gating; ,-
,0,                                                                            ,0,Q9Y2U2,KCNK7,Potassium channel subfamily K member 7,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q3SYI1,KCNK7,"Potassium channel, subfamily K, member 7",K+ channel; Voltage-gated;,-
,0,                                                                            ,0,A0A024R5F5,KCNK7,"Potassium channel, subfamily K, member 7, isoform CRA_b",K+ channel; Voltage-gated;,-
,0,                                                                            ,0,A0A024R5B0,KCNK7,"Potassium channel, subfamily K, member 7, isoform CRA_c",K+ channel; Voltage-gated;,-
"3P1N,3P1O,3P1P,3P1Q,3P1R,3P1S,3SMK,3SML,3SMM,3SMN,3SMO,3SP5,3SPR,3UX0,4FR3, ",15,"3P1N,3P1O,3P1P,3P1Q,3P1R,3P1S,3SMK,3SML,3SMM,3SMN,3SMO,3SP5,3SPR,3UX0,4FR3, ",15,Q9NPC2,KCNK9,Potassium channel subfamily K member 9,K+ channel; pH-dependant; Mutations associated with intellectual deficiencies,-
,0,                                                                            ,0,A0A024R9H3,KCNK9,"Potassium channel, subfamily K, member 9, isoform CRA_b",K+ channel; Voltage-gated;,-
,0,                                                                            ,0,A0A0A0MRC3,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,A0A0A0MRR0,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,A0A0A0MSE6,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,H0Y379,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,H0Y382,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,H0Y406,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,H0Y5Z6,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,H0Y606,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,J3KQ16,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
"2K44,3MT5,3NAF,                                                             ",3,"2K44,3MT5,3NAF,                                                             ",3,Q12791,KCNMA1,Calcium-activated potassium channel subunit alpha-1,"K+ channel; Voltage-gated; Activated by membrane depolarization or increase in cystolic Ca2+, Mg2+; Contributes to repolarization of the cell membrane, in muscle, hair ells in the cochlea, regulation of transmitter release, innate immunity. Mutations associated with epilepsy",-
,0,                                                                            ,0,Q5SVJ7,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,Q5SVJ8,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,Q5SVJ9,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,Q5SVK0,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,Q5SVK5,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,S4R2X4,KCNMA1,Calcium-activated potassium channel subunit alpha-1,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,B7ZMF5,KCNMA1,KCNMA1 protein,K+ channel; ? gating; ,-
,0,                                                                            ,0,D5MRH1,KCNMA1,Large-conductance calcium-activated potassium channel alpha subunit,K+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q16558,KCNMB1,Calcium-activated potassium channel subunit beta-1,K+ channel; Voltage-gated; Ca2+ activated; Regulatory subunit of activated KCNMA1; Negative regulator of smooth muscle contraction,-
,0,                                                                            ,0,B5BNW5,KCNMB2,Calcium-activated potassium channel subunit beta-2,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,E7EM81,KCNMB2,Calcium-activated potassium channel subunit beta-2,K+ channel; Voltage-gated; Ca2+ activated; ,-
,0,                                                                            ,0,E7ETM2,KCNMB2,Calcium-activated potassium channel subunit beta-2,K+ channel; Voltage-gated; Ca2+ activated; ,-
