ProbesetID	Num_matched_probes	RefSeq	UniGene	RIKEN	EntrezGene	Symbol	Description	Ensembl_representative	Cross_hyb_EntrezGeneIDs
gnf1h12209_at	11	NM_001010854	Hs.510213		145567	TTC7B	tetratricopeptide repeat domain 7B		
gnf1h12210_at	9		Hs.486708		79747	C6orf103	chromosome 6 open reading frame 103		
gnf1h12211_at							Pseudogene! 		
gnf1h12212_at						obsoleted by Celera	/len=528 GA_x5L2HTU51L1 hCG1786004 (24995726-24996502) Otto		
gnf1h12213_at						obsoleted by Celera	/len=693 GA_x5L2HTU51L1 hCG1785992 (12649382-12659070) Otto		
gnf1h12214_at	11	NM_024940	Hs.195403		80005	DOCK5	dedicator of cytokinesis 5		
gnf1h12215_at									
gnf1h12216_x_at	11	NM_175058			144100	PLEKHA7	pleckstrin homology domain containing, family A member 7	ENST00000355661	
gnf1h12217_at	11						ENST00000281581 transcript (in rel.42.36d)	ENST00000281581	
gnf1h12218_at							gb|AAL33537.1|AF335571_1 (AF335571) microtubule-associated protein EMAP [Rattus norvegicus] 		
gnf1h12219_at									
gnf1h12220_x_at							ref|NP_445782.1| (NM_053330) ribosomal protein L21 [Rattus norvegicus] 		
gnf1h12221_at							ref|NP_445782.1| (NM_053330) ribosomal protein L21 [Rattus norvegicus] 		
gnf1h12222_at									
gnf1h12223_at							ref|XP_053227.1| (XM_053227) hypothetical protein XP_053227 [Homo sapiens] 		
gnf1h12224_at							emb|CAB42900.1| (AL033377) dJ287G14.3 (PUTATIVE novel protein) [Homo sapiens] 		
gnf1h12225_at	9		Hs.318894		57211	GPR126	G protein-coupled receptor 126		
gnf1h12226_at	11		Hs.437422		2036	EPB41L1	erythrocyte membrane protein band 4.1-like 1	ENST00000344237	
gnf1h12227_at							emb|CAC07193.1| (AL389875) bA563A22B.1 (Contains a novel protein similar to otoferlin (a FER-1-like protein)) [Homo sapiens] 		
gnf1h12228_at						obsoleted by Celera	/len=612 GA_x5L2HTTW9JV hCG1785711 (26257238-26256118) Otto		
gnf1h12229_at							ref|XP_063181.1| (XM_063181) hypothetical protein XP_063181 [Homo sapiens] 		
gnf1h12230_at	10					obsoleted by Celera	ENST00000254271 transcript (in rel.42.36d)	ENST00000254271	
gnf1h12231_s_at	11					obsoleted by Celera	ENST00000254271 transcript (in rel.42.36d)	ENST00000254271	
gnf1h12232_at	11					obsoleted by Celera	ENST00000254271 transcript (in rel.42.36d)	ENST00000254271	
gnf1h12233_at							emb|CAC27818.1| (AL161420) bA155N3.1 (novel protein similar to KIAA0694) [Homo sapiens] 		
gnf1h12234_at							ref|NP_446326.1| (NM_053874) adenylyl cyclase-associated protein 2 [Rattus norvegicus] 		
gnf1h12235_at							ref|XP_058533.1| (XM_058533) similar to putative [Homo sapiens] 		
gnf1h12236_at									
gnf1h12237_at									
gnf1h12238_at							pir S47656 tMDC II protein crab eating macaque pir||S47656 tMDC II protein - crab-eating macaque 		
gnf1h12239_at							gb|AAG15201.1| (AF286164) Tandem PH Domain Containing Protein-2 [Homo sapiens] 		
gnf1h12240_at							ref|NP_112547.1| (NM_031257) pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2andem PH Domain containing protein 2 [Mus musculus] 		
gnf1h12241_at						obsoleted by Celera	/len=4444 GA_x5L2HTU0SRS hCG1785521 (12861686-12949482) Otto		
gnf1h12242_at	10	NM_207506			401474	SAMD12	sterile alpha motif domain containing 12		
gnf1h12243_at							ref|XP_009535.2| eppin-3 [Homo sapiens] 		
gnf1h12244_at						obsoleted by Celera	/len=1025 GA_x5L2HTTPLME hCG1785483 (5022472-5001831) Otto		
gnf1h12245_at							emb|CAC17165.1| (AL031667) dJ620E11.1.1 (novel Helicase C-terminal domain and SNF2 N-terminal domains containing protein, similar to KIAA0308 (isoform 1)) [Homo sapiens] 		
gnf1h12246_at						obsoleted by Celera	/len=1451 GA_x5L2HTU51L1 hCG1785419 (30278238-30305259) Otto		
gnf1h12247_at	8	NM_018036	Hs.610679		55102	C14orf103	chromosome 14 open reading frame 103	ENST00000359933	
gnf1h12248_at							gb|AAB17510.1| (U37230) ribosomal protein L23a [Homo sapiens] 		
gnf1h12249_at							ref|XP_001526.3| spermidine synthase [Homo sapiens] 		
gnf1h12250_at							gb|AAD03353.1| (AC006271) BC319430_5 [Homo sapiens] 		
gnf1h12251_at							ref|NP_006200.1| ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin); Phosphodiesterase I/nucleotide pyrophosphatase 2; autotaxin; phosphodiesterase I/nucleotide pyrophosphatase 2 (autotaxin) [Homo sapiens] 		
gnf1h12252_at									
gnf1h12253_at									
gnf1h12254_at	11						ENST00000333201 transcript (in rel.42.36d)	ENST00000333201	
gnf1h12255_at	9	NM_001008404	Hs.153827		400258	LOC400258	similar to RIKEN cDNA A530016L24 gene	ENST00000331952	
gnf1h12256_at	10		Hs.156335		388022	LOC388022	hypothetical gene supported by AK131040		
gnf1h12257_at							ref|NP_476741.1| (NM_057393) spn-E-P1; female sterile(3)homeless; homeless [Drosophila melanogaster] 		
gnf1h12258_at	11	NM_206943	Hs.49787		4052	LTBP1	latent transforming growth factor beta binding protein 1		
gnf1h12259_at							emb|CAC10099.2| (AL132768) dJ469A13.2 (Novel protein) [Homo sapiens] 		
gnf1h12260_at	10	XR_017555			390102	LOC390102	similar to PCNA		
gnf1h12261_at	10	NM_001031854	Hs.558851		390110	LOC390110	hypothetical protein	ENST00000378832	
gnf1h12262_at							dbj|BAB69711.1| (AB072742) hypothetical protein [Macaca fascicularis] 		
gnf1h12263_at							emb|CAC00610.1| (AL034550) dJ1184F4.4 (novel protein similar to nucleolar protein 4 (NOL4) (NOLP)) [Homo sapiens] 		
gnf1h12264_at	10	NM_177980	Hs.54973		60437	CDH26	cadherin-like 26		
gnf1h12265_at									
gnf1h12266_at									
gnf1h12267_at									
gnf1h12268_at									
gnf1h12269_at	8	NM_133374			114991	ZNF618	zinc finger protein 618		
gnf1h12270_at							ref|NP_473372.1| (NM_054031) G protein-coupled receptor MRGX3 [Homo sapiens] 		
gnf1h12271_at	10	XR_016916			645415	obsoleted by Celera	/len=540 GA_x5L2HTTV9VQ hCG1784786 (13768856-13767869) Otto		
gnf1h12272_at						obsoleted by Celera	/len=774 GA_x5L2HTTV9VQ hCG1784785 (13527379-13523886) Otto		
gnf1h12273_at						obsoleted by Celera	/len=376 GA_x5L2HTTV9VQ hCG1784780 (13409335-13408653) Otto		
gnf1h12274_at	11	NM_144972	Hs.2795		3939	LDHA	lactate dehydrogenase A	ENST00000280706	160287
gnf1h12275_at							gb|AAB31587.2| (S71333) alpha 1,3 galactosyltransferase; alpha 1,3GT [Platyrrhini] 		
gnf1h12276_at	9	NM_015630	Hs.23270		26122	EPC2	enhancer of polycomb homolog 2 (Drosophila)	ENST00000258484	
gnf1h12277_at									
gnf1h12278_at	11	XR_015121	Hs.535071		256158	HMCN2	hemicentin 2		
gnf1h12279_at	11		Hs.32194		256158	HMCN2	hemicentin 2		
gnf1h12280_at	11	XM_929198	Hs.512559		392395	LOC392395	similar to hemicentin		646254
gnf1h12281_at	11	XR_015121	Hs.535071		256158	HMCN2	hemicentin 2		
gnf1h12282_x_at	9	NM_001042366			159963	SLC5A12	solute carrier family 5 (sodium/glucose cotransporter), member 12		
gnf1h12283_at									
gnf1h12284_at	10		Hs.73680		129446	CMYA3	cardiomyopathy associated 3		
gnf1h12285_at	10	NM_213599	Hs.154329		203859	TMEM16E	transmembrane protein 16E	ENST00000324559	
gnf1h12286_at	10		Hs.259350				Transcribed locus, strongly similar to NP_061341.1 ribosomal protein, large, P1 [Mus musculus]		
gnf1h12287_at							ref|XP_071012.1| (XM_071012) similar to arachidonate 15-lipoxygenase [Homo sapiens] 		
gnf1h12288_at						obsoleted by Celera	/len=327 GA_x5L2HTTPLME hCG1784562 (14500877-14496055) Otto		
gnf1h12289_at	9		Hs.539057				Olfactory receptor-like protein PJCG1 (PJCG1)	ENST00000299512	
gnf1h12290_at							ref|XP_071015.1| (XM_071015) similar to protein tyrosine phosphatase, receptor type, W [Homo sapiens] 		
gnf1h12291_x_at							dbj|BAA92566.1| (AB037749) KIAA1328 protein [Homo sapiens] 		
gnf1h12292_at							gb|AAF74213.1|AF156961_1 (AF156961) gag [Homo sapiens] 		
gnf1h12293_at							emb|CAA66643.1| (X98014) middle type [Mus musculus] 		
gnf1h12294_x_at							Pseudogene! 		
gnf1h12295_at							Pseudogene! 		
gnf1h12296_x_at	11		Hs.591997		387755	LOC387755	hypothetical protein		
gnf1h12297_at	11		Hs.591997		387755	LOC387755	hypothetical protein		
gnf1h12298_at	10	NM_144631			130557	ZNF513	zinc finger protein 513		
gnf1h12299_at	11		Hs.574769				Transcribed locus		
gnf1h12300_at							ref|XP_074900.1| (XM_074900) hypothetical protein XP_074900 [Homo sapiens] 		
gnf1h12301_at							dbj|BAA76797.1| (AB023170) KIAA0953 protein [Homo sapiens] 		
gnf1h12302_at							Pseudogene! 		
gnf1h12303_at	10		Hs.580461				Transcribed locus		
gnf1h12304_at							ref|XP_070768.1| (XM_070768) similar to multifunctional polypeptide similar to SAICAR synthetase and AIR carboxylase [Homo sapiens] 		
gnf1h12305_at							ref|NP_003301.1| (NM_003310) tumor suppressing subtransferable candidate 1; tumor-supressing STF cDNA 1 [Homo sapiens] 		
gnf1h12306_at							dbj|BAB70862.1| (AK055141) unnamed protein product [Homo sapiens] 		
gnf1h12307_at	10		Hs.634064				Transcribed locus		
gnf1h12308_at							ref|NP_035121.1| (NM_010991) olfactory receptor 49 [Mus musculus] 		
gnf1h12309_at	10	NM_178173	Hs.631931		339834	CCDC36	coiled-coil domain containing 36		
gnf1h12310_at	11	XM_371638			389117	LOC389117	similar to mouse fat 1 cadherin		
gnf1h12311_at							ref|XP_067412.1| (XM_067412) similar to RIKEN cDNA 1110003H09 gene [Homo sapiens] 		
gnf1h12312_at							gb|AAH14163.1|AAH14163 (BC014163) Unknown (protein for MGC:20882) [Homo sapiens] 		
gnf1h12313_at									
gnf1h12314_at	10		Hs.46864		339788	LOC339788	hypothetical protein LOC339788		
gnf1h12315_at									
gnf1h12316_at	9	NM_001032377	Hs.631892		391365	SULT6B1	sulfotransferase SULT6B1		
gnf1h12317_at							ref|NP_001415.1| (NM_001424) epithelial membrane protein 2 [Homo sapiens] 		
gnf1h12318_at									
gnf1h12319_x_at							ref|XP_010530.4| (XM_010530) Smad anchor for receptor activation, isoform 1 [Homo sapiens] 		
gnf1h12320_at							ref|XP_010530.4| (XM_010530) Smad anchor for receptor activation, isoform 1 [Homo sapiens] 		
gnf1h12321_at	11	NM_182625			348654	FLJ40869	hypothetical protein FLJ40869		
gnf1h12322_at							dbj|BAA91431.1| (AK000928) unnamed protein product [Homo sapiens] 		
gnf1h12323_at									
gnf1h12324_at									
gnf1h12325_at							dbj|BAB29728.1| (AK015158) putative [Mus musculus] 		
gnf1h12326_at	10	NM_020744	Hs.435413		57504	MTA3	metastasis associated 1 family, member 3	ENST00000282366	
gnf1h12327_x_at							sp|P23358|RL12_RAT 60S RIBOSOMAL PROTEIN L12 		
gnf1h12328_at							sp|P23358|RL12_RAT 60S RIBOSOMAL PROTEIN L12 		
gnf1h12329_at	10		Hs.585046		647066		ref|XP_053600.1| (XM_053600) hypothetical protein XP_053600 [Homo sapiens] 		
gnf1h12330_at									
gnf1h12331_s_at	11	NM_144575			92291	CAPN13	calpain 13		
gnf1h12332_at							dbj|BAA86514.1| (AB033026) KIAA1200 protein [Homo sapiens] 		
gnf1h12333_at	9		Hs.383197		401127	LOC401127	hypothetical LOC401127	ENST00000341332	
gnf1h12334_at	10		Hs.511956		245711	SPDY1	speedy homolog 1 (Drosophila)		
gnf1h12335_at									
gnf1h12336_at									
gnf1h12337_at									
gnf1h12338_at							gb|AAK27325.1| (AF269087) breast cancer antigen NY-BR-1 [Homo sapiens] 		
gnf1h12339_at									
gnf1h12340_at	11	NM_001038633	Hs.135015		284654	RSPO1	R-spondin homolog (Xenopus laevis)		
gnf1h12341_at							dbj|BAB71404.1| (AK057268) unnamed protein product [Homo sapiens] 		
gnf1h12342_at							ref|NP_004431.1| (NM_004440) EphA7; Hek11; ephrin receptor EphA7 [Homo sapiens] 		
gnf1h12343_at							gb|AAA36046.1| (L19893) variable region [Homo sapiens] 		
gnf1h12344_at							emb|CAB87591.1| (AL121963) dJ136O14.3 (novel protein) [Homo sapiens] 		
gnf1h12345_at	10		Hs.403253		220906	LOC220906	hypothetical protein LOC220906		
gnf1h12346_at	9	NM_182755			220929	ZNF438	zinc finger protein 438		
gnf1h12347_at	10	NM_152725	Hs.350895		221074	SLC39A12	solute carrier family 39 (zinc transporter), member 12		
gnf1h12348_at	11	NM_173648			285025	FLJ39502	hypothetical protein FLJ39502		
gnf1h12349_at	11		Hs.134602		7273	TTN	titin		
gnf1h12350_at	11		Hs.632395		645494	LOC645494	gb|AAF01348.1| (L04960) fat facets long isoform [Drosophila melanogaster] 		
gnf1h12351_at	11	NM_001004486	Hs.553711		347468	OR13H1	olfactory receptor, family 13, subfamily H, member 1	ENST00000338616	
gnf1h12352_at									
gnf1h12353_at	11		Hs.632530		643647	LOC643647	gb|AAF46300.1| (AE003442) CG1530 gene product [Drosophila melanogaster] 		
gnf1h12354_at							pir T08785 hypothetical protein DKFZp586A0522 human fragment pir||T08785 hypothetical protein DKFZp586A0522.1 - human (fragment) 		
gnf1h12355_at	10					obsoleted by Celera	ENST00000355685 transcript (in rel.42.36d)	ENST00000355685	
gnf1h12356_at									
gnf1h12357_at	8		Hs.503210		400955	LOC400955	hypothetical gene supported by AL832565		
gnf1h12358_at	11	NM_025052	Hs.503776		80122	YSK4	yeast Sps1/Ste20-related kinase 4 (S. cerevisiae)		
gnf1h12359_at	11	NM_032143	Hs.643570		84083	ZRANB3	zinc finger, RAN-binding domain containing 3		
gnf1h12360_at							dbj|BAB67795.1| (AB067489) KIAA1902 protein [Homo sapiens] 		
gnf1h12361_at							ref|NP_078921.1| (NM_024645) hypothetical protein FLJ13842 [Homo sapiens] 		
gnf1h12362_at	8		Hs.388888		158947	ARMCX4	armadillo repeat containing, X-linked 4		
gnf1h12363_at							ref|NP_061149.1| t-complex 11 (a murine tcp homolog); T-complex homolog tcp-11 [Homo sapiens] 		
gnf1h12364_at							ref|NP_000356.1| (NM_000365) triosephosphate isomerase 1 [Homo sapiens] 		
gnf1h12365_at	10		Hs.582685		389422	RP11-487F23.3	hypothetical LOC389422		
gnf1h12366_at	11						ENST00000368966 transcript (in rel.42.36d)	ENST00000368966	
gnf1h12367_at							ref|XP_009371.2| ribosomal protein S5 [Homo sapiens] 		
gnf1h12368_at									
gnf1h12369_at									
gnf1h12370_at									
gnf1h12371_at							dbj|BAB40326.1| (AB040050) UBIN [Mus musculus] 		
gnf1h12372_at									
gnf1h12373_at	9		Hs.628855				Transcribed locus		
gnf1h12374_x_at									
gnf1h12375_at									
gnf1h12376_at							gb|AAL35350.1|AF442205_1 (AF442205) cystatin SC [Rattus norvegicus] 		
gnf1h12377_at							Pseudogene! 		
gnf1h12378_x_at									
gnf1h12379_at									
gnf1h12380_at	10		Hs.486169		221264	C6orf199	chromosome 6 open reading frame 199		
gnf1h12381_at						obsoleted by Celera	/len=490 GA_x5HB7VD56S9 hCG1783105 (25233778-25225807) Otto		
gnf1h12382_at	9		Hs.580313				CDNA FLJ40633 fis, clone THYMU2015439		
gnf1h12383_at	10		Hs.473893		63977	PRDM15	PR domain containing 15		
gnf1h12384_at							ref|XP_035635.1| (XM_035635) hypothetical protein DKFZp762M136 [Homo sapiens] 		
gnf1h12385_at							ref|XP_043851.1| (XM_043851) KIAA1733 protein [Homo sapiens]  dbj BAB21824 AB051520 dbj|BAB21824.1| (AB051520) KIAA1733 protein [Homo sapiens] 		
gnf1h12386_at									
gnf1h12387_at							ref|NP_115582.1| hypothetical protein FLJ21709 [Homo sapiens] 		
gnf1h12388_x_at						obsoleted by Celera	/len=446 GA_x5HB7VDADA8 hCG1782949 (5853876-5849546) Otto		
gnf1h12389_x_at							ref|XP_055248.1| (XM_055248) winged helix/forkhead transcription factor [Homo sapiens] 		
gnf1h12390_at							ref|XP_055248.1| (XM_055248) winged helix/forkhead transcription factor [Homo sapiens] 		
gnf1h12391_at							gb|AAK95163.1|AF401591_1 (AF401591) ribosomal protein L36 [Ictalurus punctatus] 		
gnf1h12392_at							gb|AAF65174.1|AF224710_1 (AF224710) amyloid precursor interacting protein type I [Homo sapiens] 		
gnf1h12393_at						obsoleted by Celera	/len=1329 GA_x5HB7VD56S9 hCG1782901 (35040030-35037707) Otto		
gnf1h12394_at						obsoleted by Celera	/len=424 GA_x5HB7VD56S9 hCG1782859 (24813942-24814420) Otto		
gnf1h12395_s_at	11	NM_181776	Hs.483877		153201	SLC36A2	solute carrier family 36 (proton/amino acid symporter), member 2	ENST00000335244	
gnf1h12396_at						obsoleted by Celera	/len=656 GA_x5HB7VD56S9 hCG1782854 (24949719-24954070) Otto		
gnf1h12397_x_at						obsoleted by Celera	/len=459 GA_x5J8B7P41PH hCG1782805 (6499575-6499116) Otto		
gnf1h12398_at	11		Hs.368096		55083	KIF26B	kinesin family member 26B		
gnf1h12399_at							Pseudogene! 		
gnf1h12400_at							dbj|BAB64501.1| (AB071107) hypothetical protein [Macaca fascicularis] 		
gnf1h12401_at	11	NM_173602	Hs.505516		57609	DIP2B	DIP2 disco-interacting protein 2 homolog B (Drosophila)	ENST00000301180	
gnf1h12402_x_at	10		Hs.577753		113251	LARP4	La ribonucleoprotein domain family, member 4		
gnf1h12403_at	11	NM_182559	Hs.125571		283471	TMPRSS12	transmembrane protease, serine 12	ENST00000335572	
gnf1h12404_x_at							dbj|BAB25423.1| (AK008036) putative [Mus musculus] 		
gnf1h12405_at									
gnf1h12406_at							gb|AAF46292.1| (AE003442) CG1514 gene product [Drosophila melanogaster] 		
gnf1h12407_x_at							sp|O75317|UBPC_HUMAN UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 12 (UBIQUITIN THIOLESTERASE 12) (UBIQUITIN-SPECIFIC PROCESSING PROTEASE 12) (DEUBIQUITINATING ENZYME 12) (UBIQUITIN HYDROLYZING ENZYME 1) 		
gnf1h12408_at							sp|O75317|UBPC_HUMAN UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 12 (UBIQUITIN THIOLESTERASE 12) (UBIQUITIN-SPECIFIC PROCESSING PROTEASE 12) (DEUBIQUITINATING ENZYME 12) (UBIQUITIN HYDROLYZING ENZYME 1) 		
gnf1h12409_at	10	NM_024577	Hs.483784		79628	SH3TC2	SH3 domain and tetratricopeptide repeats 2	ENST00000323829	
gnf1h12410_at							dbj|BAB23320.1| (AK004474) putative [Mus musculus] 		
gnf1h12411_at							sp|P50914|RL14_HUMAN 60S RIBOSOMAL PROTEIN L14 (CAG-ISL 7) 		
gnf1h12412_x_at							gb|AAF20741.1| (AF195340) immunoglobulin V lambda/J lambda light chain [Homo sapiens] 		
gnf1h12413_at							gb|AAF20741.1| (AF195340) immunoglobulin V lambda/J lambda light chain [Homo sapiens] 		
gnf1h12414_at							ref|XP_037024.1| (XM_037024) hypothetical protein XP_037024 [Homo sapiens] 		
gnf1h12415_at	11		Hs.530538		128387	TATDN3	TatD DNase domain containing 3		
gnf1h12416_x_at	10	NM_020066	Hs.24889		56776	FMN2	formin 2		
gnf1h12417_at						obsoleted by Celera	/len=966 GA_x5J8B7NYNCY hCG1782401 (2070803-2039226) Otto		
gnf1h12418_at	9	NM_198282	Hs.379754		340061	LOC340061	hypothetical protein LOC340061		
gnf1h12419_at									
gnf1h12420_at							dbj|BAB62993.1| (AB070048) hypothetical protein [Macaca fascicularis] 		
gnf1h12421_at	8	NM_025134	Hs.59159		80205	CHD9	chromodomain helicase DNA binding protein 9	ENST00000219084	
gnf1h12422_s_at	11						ENST00000290871 transcript (in rel.42.36d)	ENST00000290871	
gnf1h12423_at	10	NM_153837	Hs.187884		221188	GPR114	G protein-coupled receptor 114	ENST00000340339	
gnf1h12424_at	8		Hs.552661			obsoleted by Celera	Transcribed locus		
gnf1h12425_at							ref|NP_000979.1| (NM_000988) ribosomal protein L27; 60S ribosomal protein L27 [Homo sapiens] 		
gnf1h12426_at	11		Hs.456584		388743	LOC388743	similar to calpain 8		
gnf1h12427_at									
gnf1h12428_at							ref|NP_080841.1| RIKEN cDNA 9430083G14 gene [Mus musculus] 		
gnf1h12429_at									
gnf1h12430_at							dbj|BAB29403.1| (AK014505) putative [Mus musculus] 		
gnf1h12431_at									
gnf1h12432_s_at							emb|CAC10183.1| (AL121929) bA416N2.1 (neuralized (Drosophila)-like) [Homo sapiens]  ref NP 004201 NM 004210 ref|NP_004201.1| (NM_004210) neuralized (Drosophila)-like [Homo sapiens] 		
gnf1h12433_at	9	XR_019185			651815		ref|NP_057615.1| hBKLF for basic kruppel like factor [Homo sapiens] 		
gnf1h12434_at	10	NM_058172	Hs.162963		118429	ANTXR2	anthrax toxin receptor 2		
gnf1h12435_at							dbj|BAB14432.1| (AK023151) unnamed protein product [Homo sapiens] 		
gnf1h12436_x_at							dbj|BAB18939.1| (AB015422) Deltex1 [Mus musculus] 		
gnf1h12437_at	9		Hs.625080				Transcribed locus		
gnf1h12438_at	9	NM_194282	Hs.96952		132660	DKFZp686L1814	hypothetical protein DKFZp686L1814	ENST00000340417	
gnf1h12439_at							sp|P48728|GCST_HUMAN AMINOMETHYLTRANSFERASE, MITOCHONDRIAL PRECURSOR (GLYCINE CLEAVAGE SYSTEM T PROTEIN) (GCVT) 		
gnf1h12440_at	10	NM_145913	Hs.444536		160728	SLC5A8	solute carrier family 5 (iodide transporter), member 8	ENST00000299233	
gnf1h12441_at						obsoleted by Celera	/len=1202 GA_x5HB7VD11QC hCG1782018 (23037548-23035965) Otto		
gnf1h12442_at						obsoleted by Celera	/len=303 GA_x5HB7VD11QC hCG1781991 (29529048-29565015) Otto		
gnf1h12443_at	10	NM_018082	Hs.62696		55703	POLR3B	polymerase (RNA) III (DNA directed) polypeptide B	ENST00000228347	
gnf1h12444_at							ref|NP_009167.1| (NM_007236) calcium binding protein P22 [Homo sapiens] 		
gnf1h12445_at							pir A56846 ribosomal protein L19 rat pir||A56846 ribosomal protein L19 - rat 		
gnf1h12446_at	10		Hs.42572		160428	ALDH1L2	aldehyde dehydrogenase 1 family, member L2		
gnf1h12447_x_at							ref|XP_067791.1| (XM_067791) similar to HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN A1 (HELIX-DESTABILIZING PROTEIN) (SINGLE-STRAND BINDING PROTEIN) (HNRNP CORE PROTEIN A1) [Homo sapiens] 		
gnf1h12448_at							ref|XP_067791.1| (XM_067791) similar to HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN A1 (HELIX-DESTABILIZING PROTEIN) (SINGLE-STRAND BINDING PROTEIN) (HNRNP CORE PROTEIN A1) [Homo sapiens] 		
gnf1h12449_at	11		Hs.506549		253724	LOC253724	hypothetical LOC253724		
gnf1h12450_at						obsoleted by Celera	/len=656 GA_x5HB7VD3DJW hCG1781869 (7512947-7514206) Otto		
gnf1h12451_at							gb|AAB00112.1| (U41742) nucleophosmin-retinoic acid receptor alpha fusion protein NPM-RAR long form [Homo sapiens] 		
gnf1h12452_at							gb|AAF81650.1|AF199328_1 (AF199328) RIM2-4B [Rattus norvegicus] 		
gnf1h12453_at									
gnf1h12454_at									
gnf1h12455_at	10	NM_177531	Hs.170128		93035	PKHD1L1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1	ENST00000378402	
gnf1h12456_at							ref|NP_004208.1| serine/threonine kinase 12 [Homo sapiens] 		
gnf1h12457_at	11	NM_001010912	Hs.363649		399814	C10orf120	chromosome 10 open reading frame 120		
gnf1h12458_at	11		Hs.97536		375940	FLJ46361	FLJ46361 protein		
gnf1h12459_at	10		Hs.97536		375940	FLJ46361	FLJ46361 protein		
gnf1h12460_at	8	NM_181787	Hs.567828		286148	DPY19L4	dpy-19-like 4 (C. elegans)	ENST00000342856	
gnf1h12461_at	11	NM_017864	Hs.521693		55656	C8orf52	chromosome 8 open reading frame 52	ENST00000343161	
gnf1h12462_at							ref|NP_002778.1| proteasome (prosome, macropain) subunit, alpha type, 2 [Homo sapiens] 		
gnf1h12463_at							ref|NP_000972.1| (NM_000981) ribosomal protein L19; 60S ribosomal protein L19 [Homo sapiens] 		
gnf1h12464_at	11	NM_014631	Hs.594708		9644	SH3PXD2A	SH3 and PX domains 2A		
gnf1h12465_at	11	NM_001004299			124149	FLJ43980	FLJ43980 protein	ENST00000329373	
gnf1h12466_at	9		Hs.507122		23067	SETD1B	SET domain containing 1B		
gnf1h12467_at							ref|XP_005661.3| (XM_005661) golgi autoantigen, golgin subfamily a, 2 [Homo sapiens] 		
gnf1h12468_at	10	NM_182496			120935	CCDC38	coiled-coil domain containing 38	ENST00000344280	
gnf1h12469_at									
gnf1h12470_at	10		Hs.116630		282996	RBM20	RNA binding motif protein 20	ENST00000369519	
gnf1h12471_x_at							ref|NP_060221.1| (NM_017751) hypothetical protein FLJ20297; hypothetical protein FLJ20756 [Homo sapiens] 		
gnf1h12472_at							ref|XP_038299.1| (XM_038299) hypothetical protein XP_038299 [Homo sapiens] 		
gnf1h12473_at	10	NM_182552	Hs.131903		253769	WDR27	WD repeat domain 27	ENST00000333572	
gnf1h12474_at	11						ENST00000372687 transcript (in rel.42.36d)	ENST00000372687	
gnf1h12475_at									
gnf1h12476_at									
gnf1h12477_at									
gnf1h12478_at	9	NM_182552			253769	WDR27	WD repeat domain 27		
gnf1h12479_at	11		Hs.632091		643418		ENST00000371931 transcript (in rel.42.36d)	ENST00000371931	
gnf1h12480_at	11		Hs.632092		643414		ENST00000371932 transcript (in rel.42.36d)	ENST00000371932	
gnf1h12481_at	9	NM_145206			143187	VTI1A	vesicle transport through interaction with t-SNAREs homolog 1A (yeast)		
gnf1h12482_at									
gnf1h12483_x_at							pir T42260 guanylate cyclase EC precursor rat pir||T42260 guanylate cyclase (EC 4.6.1.2) G precursor - rat 		
gnf1h12484_at							pir T42260 guanylate cyclase EC precursor rat pir||T42260 guanylate cyclase (EC 4.6.1.2) G precursor - rat 		
gnf1h12485_at							pir T42260 guanylate cyclase EC precursor rat pir||T42260 guanylate cyclase (EC 4.6.1.2) G precursor - rat 		
gnf1h12486_x_at							sp|P55205|KSGC_RAT KINASE-LIKE DOMAIN CONTAINING SOLUBLE GUANYLYL CYCLASE (48 KDA CHAIN) (KSGC) 		
gnf1h12487_at							dbj|BAB29059.1| (AK013923) putative [Mus musculus] 		
gnf1h12488_x_at							ref|XP_033642.2| (XM_033642) similar to nucleophosmin (nucleolar phosphoprotein B23, numatrin) [Homo sapiens] 		
gnf1h12489_at									
gnf1h12490_at	9	NM_194318	Hs.13205		145173	RP11-367C11.1	beta 3-glycosyltransferase-like		
gnf1h12491_at							sp|P39188|ALU1_HUMAN ALU SUBFAMILY J SEQUENCE CONTAMINATION WARNING ENTRY 		
gnf1h12492_at	10	NM_022782	Hs.577404		10198	MPHOSPH9	M-phase phosphoprotein 9		
gnf1h12493_at	9		Hs.225968		22989	MYH15	myosin, heavy polypeptide 15	ENST00000273353	
gnf1h12494_at									
gnf1h12495_at									
gnf1h12496_at							ref|XP_067373.1| (XM_067373) similar to Unknown (protein for IMAGE:2823490) [Homo sapiens] 		
gnf1h12497_at							ref|NP_002037.2| glyceraldehyde-3-phosphate dehydrogenase [Homo sapiens] 		
gnf1h12498_s_at	11	NM_032538	Hs.485436		84630	TTBK1	tau tubulin kinase 1		
gnf1h12499_at						obsoleted by Celera	/len=1096 GA_x54KREAYBCL hCG1780914 (12847856-12840246) Otto		
gnf1h12500_at									
gnf1h12501_at	10	NM_207307			90288	C3orf25	chromosome 3 open reading frame 25	ENST00000326085	
